1672377170-35,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Civil - All majors with B. Mathematical & Computer Sciences (Maths major),https://universityofadelaide.box.com/v/be-civil-bmcs-m-S2-2023
1672377170-36,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Civil - All majors with B. Finance & Banking,https://universityofadelaide.box.com/v/be-civil-bfinbank-S2-2023
1672377170-37,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Civil - All majors with B. Science,https://universityofadelaide.box.com/v/be-civil-bsci-S2-2023
1672377170-38,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors (single degree),https://universityofadelaide.box.com/v/be-env-clim-allmajors-S1-2023
1672377170-39,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Mathematical & Computer Sciences (Comp Sci major),https://universityofadelaide.box.com/v/be-env-clim-bmcs-cs-S1-2023
1672377170-40,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Mathematical & Computer Sciences (Maths major),https://universityofadelaide.box.com/v/be-env-clim-bmcs-m-S1-2023
1672377170-41,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Finance & Banking,https://universityofadelaide.box.com/v/be-env-clim-bfinbank-S1-2023
1672377170-42,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Science,https://universityofadelaide.box.com/v/be-env-clim-bsci-S1-2023
1672377170-43,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors (single degree),https://universityofadelaide.box.com/v/be-env-clim-allmajors-S2-2023
1672377170-44,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Mathematical & Computer Sciences (Comp Sci major),https://universityofadelaide.box.com/v/be-env-clim-bmcs-cs-S2-2023
1672377170-45,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Mathematical & Computer Sciences (Maths major),https://universityofadelaide.box.com/v/be-env-clim-bmcs-m-S2-2023
1672377170-46,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Finance & Banking,https://universityofadelaide.box.com/v/be-env-clim-bfinbank-S2-2023
1672377170-47,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Environmental & Climate Solutions - All majors with B. Science,https://universityofadelaide.box.com/v/be-env-clim-bsci-S2-2023
1672377170-48,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors (single degree),https://universityofadelaide.box.com/v/be-elec-allmajors-S1-2023
1672377170-49,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Mathematical & Computer Sciences (Comp Sci major),https://universityofadelaide.box.com/v/be-elec-bmcs-cs-S1-2023
1672377170-50,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Mathematical & Computer Sciences (Maths major),https://universityofadelaide.box.com/v/be-elec-bmcs-m-S1-2023
1672377170-51,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Science (Physics),https://universityofadelaide.box.com/v/be-elec-bsci-S1-2023
1672377170-52,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Finance and Banking,https://universityofadelaide.box.com/v/be-elec-bfinbank-S1-2023
1672377170-53,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors (single degree),https://universityofadelaide.box.com/v/be-elec-allmajors-S2-2023
1672377170-54,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Mathematical & Computer Sciences (Comp Sci major),https://universityofadelaide.box.com/v/be-elec-bmcs-cs-S2-2023
1672377170-55,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Mathematical & Computer Sciences (Maths major),https://universityofadelaide.box.com/v/be-elec-bmcs-m-S2-2023
1672377170-56,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Science (Physics),https://universityofadelaide.box.com/v/be-elec-bsci-S2-2023
1672377170-57,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Electrical and Electronic – All majors with B. Finance and Banking,https://universityofadelaide.box.com/v/be-elec-bfinbank-S2-2023
1672377170-58,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Food and Nutrition Science,https://universityofadelaide.box.com/v/b-food-nut-sci-S1-2023
1672377170-59,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Food and Nutrition Science (Honours) - Direct Entry,https://universityofadelaide.box.com/v/b-food-nut-sci-hons-S1-2023
1672377170-60,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors (single degree),https://universityofadelaide.box.com/v/be-mech-allmajors-S1-2023
1672377170-61,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Mathematical & Computer Science (Comp Sci major),https://universityofadelaide.box.com/v/be-mech-bmcs-cs-S1-2023
1672377170-62,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Mathematical & Computer Science (Maths major),https://universityofadelaide.box.com/v/be-mech-bmcs-m-S1-2023
1672377170-63,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Finance and Banking,https://universityofadelaide.box.com/v/be-mech-bfinbank-S1-2023
1672377170-64,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Science,https://universityofadelaide.box.com/v/be-mech-bsci-S1-2023
1672377170-65,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors (single degree),https://universityofadelaide.box.com/v/be-mech-allmajors-S2-2023
1672377170-66,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Mathematical & Computer Science (Comp Sci major),https://universityofadelaide.box.com/v/be-mech-bmcs-cs-S2-2023
1672377170-67,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Mathematical & Computer Science (Maths major),https://universityofadelaide.box.com/v/be-mech-bmcs-m-S2-2023
1672377170-68,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Finance and Banking,https://universityofadelaide.box.com/v/be-mech-bfinbank-S2-2023
1672377170-69,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mechanical - All majors with B. Science,https://universityofadelaide.box.com/v/be-mech-bsci-S2-2023
1672377170-70,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mining - All majors (single degree),https://universityofadelaide.box.com/v/be-min-allmajors-S1-2023
1672377170-71,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mining - All majors with B. Mathematical & Computer Sciences,https://universityofadelaide.box.com/v/be-min-bmcs-m-S1-2023
1672377170-72,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mining - All majors (single degree),https://universityofadelaide.box.com/v/be-min-allmajors-S2-2023
1672377170-73,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Mining - All majors with B. Mathematical & Computer Sciences,https://universityofadelaide.box.com/v/be-min-bmcs-m-S2-2023
1672377170-74,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Petroleum - All majors (single degree),https://universityofadelaide.box.com/v/be-petro-allmajors-S1-2023
1672377170-75,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Petroleum-  Double degree with B.Science,https://universityofadelaide.box.com/v/be-petro-bsci-S1-2023
1672377170-76,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Petroleum - no majors (single degree),https://universityofadelaide.box.com/v/be-petro-allmajors-S2-2023
1672377170-77,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Computer Science (All majors),https://universityofadelaide.box.com/v/b-compsci-S1-2023
1672377170-78,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Computer Science (Advanced),https://universityofadelaide.box.com/v/b-compsci-adv-S1-2023
1672377170-79,https://set.adelaide.edu.au/student-support/study-plans,B. Engineering (Honours) Software Engineering - All majors,https://universityofadelaide.box.com/v/be-soft-allmajors-S1-2023
1672377170-80,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Information Technology (Al major),https://universityofadelaide.box.com/v/b-it-ai-major-S1-2023
1672377170-81,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Information Technology (Cybersecurity major),https://universityofadelaide.box.com/v/b-it-cyber-major-S1-2023
1672377170-82,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Mathematical Sciences,https://universityofadelaide.box.com/v/b-math-sci-S1-2023
1672377170-83,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Mathematical Sciences (Advanced),https://universityofadelaide.box.com/v/b-math-sci-adv-S1-2023
1672377170-84,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Mathematical and Computer Sciences,https://universityofadelaide.box.com/v/b-math-comp-sci-S1-2023
1672377170-85,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Biochemistry),https://universityofadelaide.box.com/v/b-sc-biochem-S1-2023
1672377170-86,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Bioinformatics),https://universityofadelaide.box.com/v/b-sc-bioinf-S1-2023
1672377170-87,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Chemistry),https://universityofadelaide.box.com/v/b-sc-chem-S1-2023
1672377170-88,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Chemistry double major),https://universityofadelaide.box.com/v/b-sc-chem-chem-S1-2023
1672377170-89,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Ecology and Environmental Science),https://universityofadelaide.box.com/v/b-sc-eco-env-S1-2023
1672377170-90,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Evolutionary Biology),https://universityofadelaide.box.com/v/b-sc-evo-bio-S1-2023
1672377170-91,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Experimental & Theoretical Physics - double major),https://universityofadelaide.box.com/v/b-sc-exp-theor-phy-S1-2023
1672377170-92,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Genetics),https://universityofadelaide.box.com/v/b-sc-genetics-S1-2023
1672377170-93,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Geology),https://universityofadelaide.box.com/v/b-sc-geology-S1-2023
1672377170-94,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science [Geology (Earth Resource - double major)],https://universityofadelaide.box.com/v/b-sc-geology-earth-S1-2023
1672377170-95,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science [Geology (Geophysics - double major)],https://universityofadelaide.box.com/v/b-sc-geol-geophysics-S1-2023
1672377170-96,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Microbiology & Immunology),https://universityofadelaide.box.com/v/b-sc-micro-imm-S1-2023
1672377170-97,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Palaeontology),https://universityofadelaide.box.com/v/b-sc-palaeon-S1-2023
1672377170-98,https://set.adelaide.edu.au/student-support/study-plans,"Bachelor of Science [Palaeontology, (Evolution - double major)]",https://universityofadelaide.box.com/v/b-sc-palaeon-evo-S1-2023
1672377170-99,https://set.adelaide.edu.au/student-support/study-plans,"Bachelor of Science [Palaeontology, (Geology - double major)]",https://universityofadelaide.box.com/v/b-sc-palaeon-geol-S1-2023
1672377170-100,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Physics),https://universityofadelaide.box.com/v/b-sc-physics-S1-2023
1672377170-101,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science [Physics (Geophysics) - double major],https://universityofadelaide.box.com/v/b-sc-physics-geop-S1-2023
1672377170-102,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Plant Biology),https://universityofadelaide.box.com/v/b-sc-plant-bio-S1-2023
1672377170-103,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Soil Science),https://universityofadelaide.box.com/v/b-sc-soil-science-S1-2023
1672377170-104,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Theoretical Physics),https://universityofadelaide.box.com/v/b-sc-theor-physics-S1-2023
1672377170-105,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Biochemistry),https://universityofadelaide.box.com/v/b-sca-biochem-S1-2023
1672377170-106,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Bioinformatics),https://universityofadelaide.box.com/v/b-sca-bioinf-S1-2023
1672377170-107,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Chemistry),https://universityofadelaide.box.com/v/b-sca-chem-S1-2023
1672377170-108,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Chemistry double major),https://universityofadelaide.box.com/v/b-sca-chem-chem-S1-2023
1672377170-109,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Ecology and Environmental Science),https://universityofadelaide.box.com/v/b-sca-eco-env-S1-2023
1672377170-110,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Evolutionary Biology),https://universityofadelaide.box.com/v/b-sca-evo-bio-S1-2023
1672377170-111,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Experimental & Theoretical Physics - double major),https://universityofadelaide.box.com/v/b-sca-exp-theor-p-S1-2023
1672377170-112,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Genetics),https://universityofadelaide.box.com/v/b-sca-genetics-S1-2023
1672377170-113,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Geology),https://universityofadelaide.box.com/v/b-sca-geology-S1-2023
1672377170-114,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) [Geology (Earth Resource - double major)],https://universityofadelaide.box.com/v/b-sca-geol-earth-S1-2023
1672377170-115,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) [Geology (Geophysics - double major)],https://universityofadelaide.box.com/v/b-sca-geol-geophy-S1-2023
1672377170-116,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Microbiology & Immunology),https://universityofadelaide.box.com/v/b-sca-micro-imm-S1-2023
1672377170-117,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Palaeontology),https://universityofadelaide.box.com/v/b-sca-palaeon-S1-2023
1672377170-118,https://set.adelaide.edu.au/student-support/study-plans,"Bachelor of Science (Advanced) [Palaeontology, (Evolution - double major)]",https://universityofadelaide.box.com/v/b-sca-palaeon-evo-S1-2023
1672377170-119,https://set.adelaide.edu.au/student-support/study-plans,"Bachelor of Science (Advanced) [Palaeontology, (Geology - double major)",https://universityofadelaide.box.com/v/b-sca-palaeon-geo-S1-2023
1672377170-120,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Physics),https://universityofadelaide.box.com/v/b-sca-physics-S1-2023
1672377170-121,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) [Physics (Geophysics) - double major],https://universityofadelaide.box.com/v/b-sca-physics-geo-S1-2023
1672377170-122,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Plant Biology),https://universityofadelaide.box.com/v/b-sca-plant-bio-S1-2023
1672377170-123,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Soil Science),https://universityofadelaide.box.com/v/b-sca-soil-sci-S1-2023
1672377170-124,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Theoretical Physics),https://universityofadelaide.box.com/v/b-sca-theor-phys-S1-2023
1672377170-125,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Animal Behaviour),https://universityofadelaide.box.com/v/b-sc-animal-beh-S1-2023
1672377170-126,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Animal Science),https://universityofadelaide.box.com/v/b-sc-animal-sci-S1-2023
1672377170-127,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (High Performance Computational Physics (Honours),https://universityofadelaide.box.com/v/b-sc-hons-hpc-physics-S1-2023
1672377170-128,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Marine and Wildlife Biology),https://universityofadelaide.box.com/v/b-marine-wild-con-S1-2023
1672377170-129,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Mineral Geoscience),https://universityofadelaide.box.com/v/b-sc-minerals-geo-S1-2023
1672377170-130,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Space Science and Astrophysics),https://universityofadelaide.box.com/v/b-sc-space-sci-astro-S1-2023
1672377170-131,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Veterinary Bioscience),https://universityofadelaide.box.com/v/b-sc-vet-bio-S1-2023
1672377170-132,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Biochemistry),https://universityofadelaide.box.com/v/b-sc-honde-biochem-S1-2023
1672377170-133,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Bioinformatics),https://universityofadelaide.box.com/v/b-sc-honde-bioinf-S1-2023
1672377170-134,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Chemistry),https://universityofadelaide.box.com/v/b-sc-honde-chem-S1-2023
1672377170-135,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Chemistry Double),https://universityofadelaide.box.com/v/b-sc-honde-chem-chem-S1-2023
1672377170-136,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Ecology and Environmental Science),https://universityofadelaide.box.com/v/b-sc-honde-eco-env-S1-2023
1672377170-137,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Evolutionary Biology),https://universityofadelaide.box.com/v/b-sc-honde-evo-bio-S1-2023
1672377170-138,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Experimental & Theoretical Physics),https://universityofadelaide.box.com/v/b-sc-honde-exp-theor-p-S1-2023
1672377170-139,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Genetics),https://universityofadelaide.box.com/v/b-sc-honde-genetics-S1-2023
1672377170-140,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Geology),https://universityofadelaide.box.com/v/b-sc-honde-geology-S1-2023
1672377170-141,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Geology (Earth Resources) double major),https://universityofadelaide.box.com/v/b-sc-honde-geol-earth-S1-2023
1672377170-142,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Geology (Geophysics) double major),https://universityofadelaide.box.com/v/b-sc-honde-geol-geophy-S1-2023
1672377170-143,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Microbiology & Immunology),https://universityofadelaide.box.com/v/b-sc-honde-micro-imm-S1-2023
1672377170-144,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Palaeontology (Evolution) double major),https://universityofadelaide.box.com/v/b-sc-honde-palaeon-ev-S1-2023
1672377170-145,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Palaeontology (Geology) double major),https://universityofadelaide.box.com/v/b-sc-honde-palaeon-ge-S1-2023
1672377170-146,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Palaeontology),https://universityofadelaide.box.com/v/b-sc-honde-palaeon-S1-2023
1672377170-147,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Physics),https://universityofadelaide.box.com/v/b-sc-honde-physics-S1-2023
1672377170-148,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Physics (Geophysics)double major),https://universityofadelaide.box.com/v/b-sc-honde-physics-ge-S1-2023
1672377170-149,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Plant Biology),https://universityofadelaide.box.com/v/b-sc-honde-plant-bio-S1-2023
1672377170-150,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Soil Science),https://universityofadelaide.box.com/v/b-sc-honde-soil-sci-S1-2023
1672377170-151,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Honours) (Theoretical Physics),https://universityofadelaide.box.com/v/b-sc-honde-theor-phys-S1-2023
1672377170-152,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Biochemistry),https://universityofadelaide.box.com/v/b-sca-honde-biochem-S1-2023
1672377170-153,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Bioinformatics),https://universityofadelaide.box.com/v/b-sca-honde-bioinf-S1-2023
1672377170-154,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Chemistry),https://universityofadelaide.box.com/v/b-sca-honde-chem-S1-2023
1672377170-155,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Chemistry Double),https://universityofadelaide.box.com/v/b-sca-honde-chem-chem-S1-2023
1672377170-156,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Ecology and Environmental Science),https://universityofadelaide.box.com/v/b-sca-honde-eco-env-S1-2023
