1672377170-157,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Evolutionary Biology),https://universityofadelaide.box.com/v/b-sca-honde-evo-bio-S1-2023
1672377170-158,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Experimental & Theoretical Physics),https://universityofadelaide.box.com/v/b-sca-honde-exp-theo-p-S1-2023
1672377170-159,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Genetics),https://universityofadelaide.box.com/v/b-sca-honde-genetics-S1-2023
1672377170-160,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Geology (Earth Resources) double major),https://universityofadelaide.box.com/v/b-sca-honde-geol-earth-S1-2023
1672377170-161,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Geology (Geophysics) double major),https://universityofadelaide.box.com/v/b-sca-honde-geo-geophy-S1-2023
1672377170-162,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Geology),https://universityofadelaide.box.com/v/b-sca-honde-geology-S1-2023
1672377170-163,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Microbiology & Immunology),https://universityofadelaide.box.com/v/b-sca-honde-micro-imm-S1-2023
1672377170-164,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Palaeontology (Geology) double major),https://universityofadelaide.box.com/v/b-sca-honde-palaeon-ge-S1-2023
1672377170-165,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Palaeontology (Evolution) double major),https://universityofadelaide.box.com/v/b-sca-honde-palaeon-ge-S1-2023
1672377170-166,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Palaeontology),https://universityofadelaide.box.com/v/b-sca-honde-palaeon-S1-2023
1672377170-167,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Physics),https://universityofadelaide.box.com/v/b-sca-honde-physics-S1-2023
1672377170-168,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Physics (Geophysics)double major),https://universityofadelaide.box.com/v/b-sca-honde-physics-ge-S1-2023
1672377170-169,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Plant Biology),https://universityofadelaide.box.com/v/b-sca-honde-plant-bio-S1-2023
1672377170-170,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Soil Science),https://universityofadelaide.box.com/v/b-sca-honde-soil-sci-S1-2023
1672377170-171,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Science (Advanced) (Honours) (Theoretical Physics),https://universityofadelaide.box.com/v/b-sca-honde-exp-theo-p-S1-2023
1672377170-172,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Veterinary Technology,https://universityofadelaide.box.com/v/b-vet-tech-S1-2023
1672377170-173,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Viticulture and Oenology,https://universityofadelaide.box.com/v/b-vit-oenology-S1-2023
1672377170-174,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Viticulture and Oenology (Honours),https://universityofadelaide.box.com/v/b-vit-oenology-hons-S1-2023
1672377170-175,https://set.adelaide.edu.au/student-support/study-plans,Bachelor of Engineering (Honours) - Flexible Entry,https://universityofadelaide.box.com/v/be-flex-S1-2023
