MATHS 1005
ECON 2515
COMP SCI 1102
MATHS 2103
COMP SCI 2201
COMP SCI 2103
STATS 2107
CHIN 2213
MATHS 1011
PHYSICS 1100
ENG 1002
COMP SCI 1010
MATHS 1012
ECON 1012
STATS 1005
ECON 1013
